location,square_footage,bedrooms,bathrooms,property_type,year_built,distance_to_tube_km,amenities,price
Newham,1239.0,1,2,Flat,1941,0.5105556415672423,"concierge, garage, gym, new_build, park_view, parking",1925927.0
Havering,898.0,4,1,Flat,1955,1.697934413226614,garage,844777.0
Croydon,790.0,3,2,Flat,1965,0.7953501594638971,"balcony, garage, gym, lift, loft, new_build",539482.0
Islington,589.0,5,1,Flat,2016,2.179529213022568,"lift, park_view, parking",241057.0
Barking and Dagenham,1377.0,3,3,Semi-Detached,1960,0.25793866985694003,"balcony, concierge, garden, loft, near_tube, study",2358891.0
Bexley,541.0,1,2,Flat,1873,1.6392843435966518,"concierge, gym, near_tube, park_view, river_view",120000.0
Greenwich,632.0,2,1,Flat,1919,2.3124070514253128,ensuite,120000.0
Lambeth,1021.0,1,1,Flat,1879,0.8313828919383938,"balcony, ensuite, garden, loft, parking, river_view",1118787.0
Barnet,293.0,2,2,Terraced,1981,0.7836300161031379,river_view,120000.0
Hackney,1232.0,1,2,Terraced,2023,0.9838140625342111,"garden, study",1916265.0
Wandsworth,1037.0,4,1,Semi-Detached,1984,1.4525574703445296,"garage, lift, park_view, study",1332457.0
Brent,1120.0,3,1,Terraced,1892,0.6118401252646051,"garage, gym, new_build, park_view, river_view, study",1551754.0
Waltham Forest,1017.0,4,2,Terraced,1971,0.5343839838415432,"garage, park_view",1306167.0
Hackney,802.0,5,2,Flat,1853,3.1558949687225475,"concierge, garage, near_tube, new_build",606367.0
Enfield,531.0,4,1,Flat,1897,0.7524973030516213,concierge,120000.0
Sutton,808.0,3,2,Semi-Detached,1902,0.9389246111070817,"garden, lift, loft",537794.0
Merton,557.0,2,1,Flat,1931,0.6812118179360495,"gym, new_build",120000.0
Sutton,996.0,4,3,Detached,1905,1.5382205621070422,"ensuite, park_view, study",1268286.0
Kensington and Chelsea,1092.0,3,3,Terraced,1925,0.5676202788361938,"cellar, ensuite, new_build, parking, study",2017210.0
Merton,1293.0,4,1,Terraced,1851,0.879660955377422,"concierge, garage, near_tube, new_build, park_view",1978832.0
Barking and Dagenham,962.0,1,1,Terraced,1992,2.017751831778463,"ensuite, garden, lift, near_tube, park_view",969333.0
Wandsworth,1127.0,1,1,Maisonette,1918,1.8348730126431374,ensuite,1487715.0
Bromley,761.0,1,3,Flat,1990,0.740755174152571,"cellar, concierge, ensuite, garage, parking",414118.0
Croydon,707.0,4,3,Flat,1860,1.0039795136464775,"cellar, ensuite, garden, gym",191757.0
Bromley,992.0,3,1,Maisonette,2000,0.4514338675234172,lift,1240111.0
Tower Hamlets,734.0,2,2,Terraced,1958,1.0029093103239206,"balcony, cellar, gym, lift, loft, park_view",599704.0
Barking and Dagenham,931.0,2,1,Flat,1890,3.5573320179220604,"cellar, garden, lift, new_build, study",786282.0
Waltham Forest,532.0,4,3,Flat,1980,1.7474773116346154,"cellar, ensuite, garage, garden, new_build",120000.0
City of London,586.0,5,1,Flat,1980,0.4481484250465517,"ensuite, loft, parking",528092.0
Merton,1041.0,5,1,Detached,1976,0.22066541679465299,"ensuite, garden, loft, near_tube, study",1578092.0
Barnet,1116.0,3,3,Flat,2001,0.458488711018088,"near_tube, park_view",1595227.0
Merton,554.0,4,3,Flat,2015,0.31959838809592467,"balcony, cellar, garage, garden, near_tube",120856.0
Enfield,1051.0,1,2,Flat,1878,0.8853713704025724,"garden, gym, lift, new_build",1155991.0
Brent,690.0,5,3,Studio,1899,2.139169540293227,"cellar, garden, new_build, river_view",271064.0
Islington,855.0,1,1,Terraced,1856,0.8938231541643166,"balcony, ensuite, garage, loft, new_build",701090.0
Harrow,1275.0,2,1,Terraced,1861,0.5738986999335329,"gym, park_view",1783432.0
Wandsworth,1092.0,4,2,Maisonette,1868,0.7545983464158662,loft,1509347.0
Lewisham,1089.0,5,2,Flat,1970,1.4272748182357033,"balcony, gym, near_tube, river_view",1558814.0
Lambeth,1423.0,1,2,Semi-Detached,1955,1.1213437366705135,"garden, loft, park_view, river_view, study",2575379.0
Barking and Dagenham,639.0,4,3,Semi-Detached,1856,0.4683770906079237,"lift, near_tube",120000.0
Hammersmith and Fulham,554.0,1,3,Terraced,1923,1.7547242556930212,"cellar, garage, new_build, parking",120000.0
Merton,633.0,1,1,Semi-Detached,1869,0.38796340044687605,"balcony, concierge, garage, gym, river_view, study",120000.0
Redbridge,774.0,3,3,Studio,1883,1.0628366131138998,"garage, lift, new_build, park_view",276147.0
Greenwich,250.0,3,1,Flat,1859,0.6712996952167548,river_view,120000.0
Enfield,788.0,2,2,Flat,1941,0.8340575121146735,"balcony, ensuite, garage, lift, near_tube, parking",470135.0
Enfield,687.0,5,2,Detached,1864,0.40421643570084836,"cellar, ensuite, garden, gym, new_build, parking",196068.0
Westminster,1085.0,4,2,Flat,1986,1.0127913347540207,"balcony, garage, garden, lift, near_tube",2023151.0
Havering,956.0,3,1,Terraced,2012,0.3636986271147038,"cellar, garage, park_view, parking",931046.0
Barnet,670.0,3,2,Flat,1998,0.6314792235583478,"ensuite, garage, lift, loft",332111.0
Bexley,1027.0,3,1,Detached,1993,0.7939223900860469,"balcony, concierge, garage, near_tube",1195514.0
Bexley,1067.0,1,3,Semi-Detached,1980,0.47617273912094377,"balcony, cellar, park_view",1301154.0
Merton,619.0,4,1,Studio,2008,2.4043263661048306,"garage, garden, park_view, river_view",164100.0
Haringey,702.0,4,2,Terraced,2004,0.6299192644134756,"balcony, cellar, garage, new_build",345410.0
City of London,250.0,3,1,Studio,1887,0.7509273980997421,"ensuite, gym, new_build, park_view, parking",120000.0
Sutton,523.0,3,1,Terraced,1955,0.9855307627923424,"ensuite, lift, near_tube, new_build, river_view, study",120000.0
Merton,627.0,5,2,Terraced,1903,0.27199883121767354,"balcony, concierge, loft, parking, study",194110.0
Sutton,872.0,4,3,Semi-Detached,1995,0.1732560015142556,"concierge, garden, gym, park_view, river_view, study",1210293.0
Hounslow,566.0,2,2,Terraced,1851,0.7948313904171981,"cellar, ensuite, loft",120000.0
City of London,696.0,1,3,Terraced,1922,0.2074209758997084,"ensuite, gym, loft, parking, river_view",571676.0
Kingston upon Thames,482.0,5,3,Flat,1915,1.2423377915244536,"cellar, ensuite, near_tube",120000.0
Wandsworth,901.0,4,2,Flat,1998,1.28620483647849,"balcony, cellar, new_build, park_view, study",1000798.0
Southwark,978.0,4,3,Semi-Detached,1901,1.2419692391198394,"balcony, garage",1304452.0
Bexley,971.0,2,2,Flat,2005,1.6613186390469674,"ensuite, lift, near_tube, parking, study",1168678.0
Waltham Forest,854.0,1,2,Semi-Detached,1936,0.7920261384940681,river_view,692019.0
Ealing,388.0,3,3,Flat,1969,2.4517565872197644,"loft, near_tube, new_build, park_view, study",120000.0
City of London,664.0,4,2,Flat,1942,1.1530507197709512,"cellar, lift",562863.0
Brent,728.0,2,3,Semi-Detached,1925,2.318552038492992,"near_tube, study",379447.0
Tower Hamlets,729.0,3,1,Flat,1902,1.6077582187363886,"loft, parking, river_view",361277.0
Harrow,872.0,5,2,Studio,1899,0.8142903184113525,"balcony, concierge, lift",757798.0
Westminster,1278.0,2,2,Studio,1961,1.1467142918606106,river_view,2269965.0
Ealing,1094.0,2,1,Terraced,1906,1.4196235246387103,"lift, new_build, river_view, study",1510598.0
City of London,554.0,2,3,Flat,2000,0.1613963751252525,gym,273133.0
Wandsworth,1054.0,5,1,Flat,1873,0.276072522099492,"cellar, concierge, garage, gym",1548002.0
Barking and Dagenham,1042.0,3,1,Semi-Detached,1887,2.7753069072412413,"garage, loft, park_view",1116969.0
Westminster,608.0,5,1,Flat,1858,1.4097399725203419,"balcony, concierge, garage, new_build",240824.0
Hackney,1105.0,5,3,Maisonette,2000,1.9764781136109173,ensuite,1724568.0
City of London,802.0,3,1,Studio,1922,0.7836863531544286,"cellar, concierge, gym, new_build, park_view, parking",917654.0
Croydon,427.0,1,1,Flat,1856,2.349500095695226,cellar,120000.0
Hammersmith and Fulham,987.0,2,3,Semi-Detached,1857,0.8220382727537786,"balcony, cellar, ensuite, garage, gym, parking",1201638.0
Wandsworth,915.0,3,1,Terraced,2009,1.401258322819295,"balcony, garage, gym",1133562.0
Kensington and Chelsea,782.0,2,1,Terraced,2003,2.5766240672742673,"cellar, ensuite, gym, new_build, parking",965860.0
Bromley,839.0,1,1,Flat,1898,1.530106768259335,"ensuite, gym, park_view, parking",436019.0
Hillingdon,634.0,5,2,Semi-Detached,1963,0.39131924367250875,"concierge, garage, garden, loft, river_view",278126.0
Waltham Forest,1033.0,2,1,Flat,1893,0.8687804625753983,"balcony, concierge, lift, near_tube",1093421.0
City of London,837.0,4,3,Maisonette,1996,1.1816784326129837,"ensuite, garden, park_view, parking, river_view",1119828.0
Redbridge,900.0,5,1,Terraced,1974,1.4707734246893243,"gym, near_tube, parking, river_view",1004286.0
Lewisham,957.0,3,2,Terraced,1927,2.1627103385798767,"balcony, concierge, near_tube, parking, river_view",967600.0
Kingston upon Thames,504.0,4,1,Maisonette,2011,1.4794022076531934,"concierge, gym, near_tube, parking",120000.0
Ealing,582.0,1,1,Semi-Detached,1888,0.9004135796874433,"gym, lift",120000.0
Kingston upon Thames,250.0,4,1,Terraced,2023,0.7567674007431046,"balcony, cellar, garage, lift, loft, parking",120000.0
Hounslow,1019.0,5,3,Flat,1900,0.789964796175626,"balcony, ensuite, garage, near_tube, new_build, river_view",1380227.0
Croydon,486.0,5,3,Terraced,2004,0.6396331478676663,"concierge, garage, garden, lift, park_view",120000.0
Southwark,890.0,1,1,Flat,1998,0.6142811452220919,"garden, park_view",984616.0
Croydon,961.0,2,1,Maisonette,1947,1.9470447208143948,"balcony, ensuite, park_view",919376.0
Newham,1031.0,1,3,Flat,1871,1.0606442290975986,"cellar, concierge, garage, parking, river_view",1010563.0
Barking and Dagenham,489.0,5,2,Flat,1980,0.6505710948289073,"lift, new_build",120000.0
Sutton,830.0,2,1,Semi-Detached,1971,0.9654439772805123,lift,557179.0
Kensington and Chelsea,1351.0,3,1,Flat,2000,0.6875895908274183,"cellar, garage, gym",2689288.0
Enfield,1364.0,3,2,Maisonette,1889,0.18535719334404413,"cellar, concierge, ensuite, garden",2147392.0
Hammersmith and Fulham,1146.0,4,2,Flat,1891,1.4926461020127633,"garage, gym, loft, near_tube, new_build, parking",1861782.0
Havering,951.0,5,2,Flat,1911,2.0330926737324595,"concierge, park_view",1102786.0
Barking and Dagenham,548.0,2,1,Terraced,1914,1.7918124618842288,"ensuite, near_tube",120000.0
Greenwich,1066.0,4,2,Terraced,1850,1.7163108150687079,"balcony, cellar, ensuite, garage, gym",1348388.0
Harrow,803.0,2,1,Maisonette,1876,0.3671159262996336,"cellar, garage, garden, lift, loft, new_build",440133.0
Waltham Forest,1018.0,1,2,Flat,1933,2.3418134389639547,"balcony, ensuite, garage, gym, new_build, park_view",1064816.0
Newham,660.0,1,1,Flat,2018,0.5909650087259539,"balcony, cellar, parking, river_view",120000.0
City of London,798.0,2,1,Flat,1872,0.312885522033695,lift,956355.0
Hammersmith and Fulham,899.0,3,3,Flat,1891,0.09108589166740047,"ensuite, near_tube, new_build, park_view",1090011.0
Sutton,924.0,4,2,Terraced,1999,1.1620432076038447,river_view,955806.0
Sutton,998.0,5,2,Flat,1856,2.3815678372327898,"gym, loft, new_build, park_view, study",1031035.0
Enfield,676.0,3,1,Terraced,1867,2.1581880236110376,"balcony, garden, gym, lift, park_view, river_view",120000.0
Barking and Dagenham,447.0,3,1,Maisonette,2004,0.9907876745946952,"garden, gym, near_tube, study",120000.0
Camden,1337.0,1,3,Flat,1893,1.906183648614326,"gym, new_build",2452064.0
Haringey,1597.0,5,3,Semi-Detached,1903,3.6398540333912552,"garage, parking",3052931.0
Greenwich,984.0,2,2,Flat,1852,0.7226784732819649,"balcony, garage, loft, parking, study",1042621.0
Sutton,453.0,4,1,Detached,1920,1.3639216362543722,"balcony, cellar, garage, gym, park_view",120000.0
Havering,618.0,4,2,Flat,2022,2.4131425446576062,"ensuite, loft, parking, river_view, study",157157.0
Sutton,1003.0,5,1,Terraced,2021,0.3230460476698969,garden,1233437.0
Ealing,1252.0,5,1,Flat,1961,0.35155140151978026,"concierge, gym, loft, near_tube, river_view",2029339.0
Hackney,486.0,4,1,Flat,1967,2.6764580793078503,"balcony, cellar, garage, garden, parking, river_view",120000.0
Camden,813.0,4,2,Flat,1961,1.9433550544431362,balcony,968523.0
Westminster,909.0,1,2,Flat,1970,0.546043647125625,"balcony, garage, parking",1347887.0
Hounslow,1109.0,1,2,Maisonette,1940,0.4054136856430402,"balcony, cellar, gym, loft, park_view",1463789.0
Islington,747.0,3,3,Flat,1885,0.3615192937039486,"ensuite, lift, near_tube, study",604549.0
Redbridge,381.0,4,1,Studio,2001,1.1347658850948636,"balcony, garage, gym, lift, new_build, study",120000.0
Lewisham,1036.0,4,1,Terraced,2003,0.5552837194028502,"balcony, cellar, concierge, river_view, study",1147810.0
Bromley,1187.0,2,3,Flat,1875,0.5653902170493444,"ensuite, gym, parking",1631372.0
Lambeth,825.0,3,1,Flat,1866,0.36308331068507904,"concierge, ensuite, garden, park_view",594904.0
Brent,972.0,5,1,Flat,1987,1.0162254034663958,"cellar, lift, loft, parking, river_view",1237601.0
Bexley,708.0,1,3,Detached,1858,0.3228009284309156,"balcony, garage, gym, near_tube, river_view",132665.0
Camden,596.0,2,1,Flat,1990,1.512068065664126,"cellar, river_view",280862.0
Ealing,1158.0,5,1,Detached,2020,2.205128844028157,"balcony, cellar, garage, loft, near_tube, park_view",1688473.0
Kingston upon Thames,966.0,1,3,Flat,1856,1.1724198554797889,"concierge, ensuite, garage, garden, gym, study",949804.0
Sutton,997.0,2,2,Flat,1989,1.9370205493565824,"garden, parking",1037635.0
Wandsworth,1301.0,3,1,Flat,1873,0.8683367661249388,"cellar, ensuite",2056575.0
Richmond upon Thames,534.0,4,3,Semi-Detached,1900,0.49137377811765426,"balcony, concierge, new_build",120000.0
Redbridge,684.0,2,1,Terraced,1945,0.7286336137176214,"near_tube, park_view",318339.0
Barking and Dagenham,897.0,4,3,Maisonette,1968,0.21942045889113723,"balcony, gym",951216.0
City of London,681.0,2,2,Flat,1865,0.5909993763280103,"ensuite, loft",436716.0
Redbridge,1085.0,2,3,Flat,1869,0.8357331356780856,"balcony, concierge, garden, near_tube, river_view",1328979.0
Ealing,794.0,3,3,Semi-Detached,1899,0.9837907439575686,"concierge, garage, gym, lift, parking, river_view",550745.0
Greenwich,552.0,1,3,Terraced,1968,1.9788755584491393,study,120000.0
Southwark,870.0,4,1,Detached,1920,2.4741698755229704,"garage, garden, gym, park_view",815994.0
Havering,901.0,4,3,Flat,1897,1.1374475392672507,"concierge, river_view",674571.0
Kensington and Chelsea,1130.0,5,1,Semi-Detached,1877,0.39090103744383903,"new_build, parking",1979172.0
Bexley,968.0,2,1,Flat,2018,0.3872176387926632,"loft, parking, river_view, study",1122550.0
Kingston upon Thames,988.0,2,2,Studio,1972,0.6000445480352693,balcony,1085750.0
Islington,946.0,5,1,Flat,2021,0.5171100870877735,parking,1384682.0
Bromley,794.0,1,2,Detached,1936,1.1561868790441885,"cellar, concierge, garden, lift, loft, near_tube",548904.0
Lewisham,635.0,3,1,Flat,1992,0.41051275371519214,"ensuite, river_view, study",120000.0
Croydon,937.0,3,2,Semi-Detached,1961,2.515686387860305,garden,997502.0
Lewisham,750.0,3,2,Detached,1941,1.7674995625302574,"cellar, garage, garden, loft, park_view, parking",467561.0
Waltham Forest,1357.0,3,2,Detached,1932,2.028834608345694,"balcony, garden, gym, lift",2060218.0
Hackney,1253.0,4,2,Terraced,1937,0.5768563599297801,"balcony, garage, gym, parking, study",2079197.0
Waltham Forest,1040.0,1,3,Flat,1921,0.41036712428775035,"balcony, park_view, river_view, study",1197946.0
Merton,964.0,5,1,Detached,1961,0.5491525956444879,"loft, near_tube, parking",1362780.0
Redbridge,824.0,5,3,Terraced,1935,1.0395670453625785,"concierge, gym, loft, new_build, parking",730488.0
Redbridge,472.0,1,2,Terraced,2018,0.9572348469154792,"near_tube, park_view, parking",120000.0
Lambeth,785.0,5,2,Flat,2006,2.3448905632846384,"balcony, cellar, concierge, lift, new_build",681341.0
Sutton,880.0,2,2,Flat,1930,2.6393553190042125,"ensuite, loft, near_tube, park_view, parking, study",727223.0
Enfield,919.0,1,1,Flat,1918,1.0820302824105976,"balcony, cellar, garden, lift, near_tube, park_view",715722.0
Waltham Forest,991.0,2,3,Semi-Detached,1982,0.2759515001929899,"balcony, concierge, ensuite, park_view",1297354.0
Redbridge,1126.0,4,1,Flat,1961,0.7677843683664551,park_view,1528417.0
Enfield,642.0,5,3,Flat,1890,4.760110077585869,garage,120000.0
City of London,645.0,4,1,Detached,1995,0.29175711300091184,"lift, near_tube, park_view",734081.0
Hammersmith and Fulham,1285.0,5,3,Terraced,1968,1.190801949342699,"cellar, garden, near_tube, parking",2316068.0
Hammersmith and Fulham,1081.0,2,2,Maisonette,1958,0.5462018272935941,river_view,1638675.0
City of London,733.0,5,2,Flat,1986,3.3902040929507327,"loft, near_tube, parking",795739.0
Merton,818.0,4,3,Flat,1889,1.2698140173285353,"cellar, loft, near_tube",718752.0
Bromley,819.0,1,1,Terraced,1989,0.5509052535479432,"lift, loft, near_tube",657045.0
Brent,859.0,1,2,Flat,1871,0.6785225562250735,"balcony, ensuite, garden, river_view",552016.0
Southwark,992.0,2,3,Semi-Detached,1988,0.14872236433673547,"garden, gym",1218764.0
Ealing,1610.0,1,1,Flat,1952,1.17763046364599,"balcony, cellar, ensuite, river_view",2847368.0
Harrow,907.0,2,1,Terraced,1951,1.2041993308631,"park_view, parking, river_view",854408.0
Barking and Dagenham,1049.0,5,2,Flat,1976,0.28771955045392406,"cellar, concierge, lift, loft, park_view, study",1555889.0
Hounslow,344.0,2,1,Terraced,1904,1.498007636302725,"gym, park_view",120000.0
Haringey,705.0,4,3,Detached,1983,2.6153802304410427,"cellar, ensuite, garage, lift, new_build, river_view",579656.0
Sutton,1219.0,5,3,Flat,1854,0.35205760566284366,"cellar, concierge, garage, gym, near_tube, parking",1734350.0
Bexley,971.0,2,1,Terraced,1970,1.473987885069817,"balcony, lift",1061049.0
Sutton,250.0,4,1,Terraced,1988,1.5005242967055712,"gym, new_build, parking",120000.0
City of London,1052.0,3,3,Semi-Detached,1850,1.086470350822784,"balcony, near_tube, new_build, parking, river_view",1716659.0
Islington,1425.0,2,2,Flat,1970,1.1411447974336808,"lift, near_tube, park_view",2599329.0
Barnet,251.0,5,3,Flat,1984,0.6576703621123313,"ensuite, garden, loft, park_view, study",120000.0
Islington,1306.0,4,3,Semi-Detached,1940,0.14204291784358233,"near_tube, river_view",2320123.0
Hammersmith and Fulham,250.0,3,2,Terraced,1955,1.24864864630457,"balcony, ensuite, gym, lift, river_view, study",120000.0
Richmond upon Thames,1131.0,5,1,Semi-Detached,1860,1.7487890112143023,"concierge, loft, park_view, river_view, study",1684153.0
Merton,847.0,5,2,Flat,2021,0.43571530045451273,garden,833000.0
Lewisham,250.0,4,2,Maisonette,2018,0.5560242371960149,"new_build, river_view",120000.0
Newham,984.0,5,2,Flat,1983,0.5008819917173947,"ensuite, garage, lift, study",1424721.0
Hackney,1195.0,2,1,Flat,1852,1.3158997475335903,"garage, gym",1554836.0
Tower Hamlets,959.0,2,1,Terraced,1924,1.185245971358655,"ensuite, garden, park_view",1173961.0
Hillingdon,1025.0,2,2,Terraced,1992,0.4611784408669225,"balcony, ensuite, parking, study",1310948.0
Wandsworth,726.0,4,2,Terraced,1967,0.9380557613445688,"garage, gym, lift",589590.0
Hounslow,292.0,5,2,Flat,2007,0.9621578224458324,"balcony, concierge, garage, gym, near_tube, park_view",120000.0
Redbridge,1058.0,4,1,Flat,1957,1.2648591356992074,"balcony, cellar, parking, river_view",1279520.0
Hackney,1375.0,3,3,Semi-Detached,1974,0.7175207582809305,"near_tube, new_build, river_view",2603158.0
Camden,1189.0,4,3,Flat,1908,2.0944478904575425,"garden, parking",1898791.0
Waltham Forest,254.0,1,3,Semi-Detached,1991,1.277010038792738,"balcony, lift",120000.0
Croydon,396.0,2,3,Terraced,1942,2.0695845480530237,balcony,120000.0
Bromley,596.0,4,2,Flat,1989,1.2535162764340988,cellar,120000.0
Brent,372.0,1,1,Semi-Detached,1885,1.3341922056035005,"loft, near_tube, park_view, river_view, study",120000.0
Bexley,863.0,5,2,Detached,1896,0.23636008921991722,"ensuite, garden, lift, parking, river_view",651070.0
Havering,968.0,1,2,Detached,1865,1.1838959270761653,river_view,752656.0
Enfield,421.0,4,3,Flat,1967,0.9211709637601886,"cellar, garden, gym, lift",120000.0
Kensington and Chelsea,1083.0,4,1,Terraced,1977,2.218440170138503,"lift, near_tube",1977812.0
Haringey,1030.0,5,1,Maisonette,1899,2.0078329630251552,"cellar, ensuite, garden, loft, river_view",1418559.0
Havering,686.0,4,1,Terraced,1916,2.3769038740037645,"ensuite, garden, lift, park_view",130518.0
Hammersmith and Fulham,798.0,3,1,Flat,1949,0.5675727041349413,"cellar, concierge, garage, parking, study",820840.0
City of London,265.0,4,2,Flat,1981,0.974034667820306,"garage, lift, loft, parking",120000.0
Merton,750.0,2,1,Semi-Detached,1902,2.530118415324443,"near_tube, study",423769.0
Haringey,852.0,3,1,Semi-Detached,1934,0.5550813612146505,"garden, near_tube, new_build, river_view",676064.0
Islington,901.0,5,2,Maisonette,1882,2.228431450560491,"cellar, concierge, garage, loft, park_view, river_view",1053475.0
Greenwich,964.0,1,3,Maisonette,1990,2.0646413166007282,"concierge, loft, near_tube, park_view, parking, study",1137200.0
Enfield,923.0,2,2,Flat,2001,0.9496492178346663,"cellar, concierge, gym, lift, near_tube",894639.0
Brent,771.0,1,1,Terraced,1978,2.9638029343719987,"concierge, garage, new_build",536460.0
Waltham Forest,936.0,3,1,Flat,1991,2.125415480244573,"balcony, concierge, lift, new_build",1013096.0
Croydon,1151.0,4,3,Flat,1982,0.32654008499843296,balcony,1598557.0
Sutton,821.0,1,2,Flat,1995,2.6651837951799817,"cellar, ensuite, near_tube, parking",589706.0
Lewisham,945.0,3,2,Maisonette,1924,0.9515479635979693,cellar,1055906.0
Bexley,794.0,3,3,Flat,1885,1.3142037850438533,"balcony, near_tube",357059.0
Islington,656.0,4,2,Terraced,2017,1.3190699033494466,"cellar, garage, park_view, study",549489.0
Ealing,1007.0,2,2,Flat,1850,1.5536027936782906,"concierge, new_build, study",1050239.0
Lambeth,683.0,1,3,Flat,1920,2.5669252324568403,"balcony, lift, parking",247125.0
Bromley,966.0,1,1,Terraced,1976,1.3014287622460188,"ensuite, garden, new_build, park_view",1106698.0
Westminster,858.0,3,2,Flat,1988,0.9015169058151572,"cellar, concierge, garage, garden, gym, loft",1231304.0
Lambeth,759.0,3,2,Flat,1969,0.44837875233112884,"cellar, concierge, gym, parking, river_view, study",681258.0
Hammersmith and Fulham,752.0,5,1,Terraced,1935,0.6854260192247859,"balcony, garage, loft, study",728613.0
Bromley,698.0,3,1,Detached,2010,2.0277144732590524,"balcony, concierge, garage, parking",146923.0
Waltham Forest,356.0,1,3,Semi-Detached,1890,2.3294440839932897,"balcony, concierge, study",120000.0
Lambeth,965.0,4,1,Detached,1874,0.7505255122008692,"cellar, concierge, ensuite, garden, parking, study",1161576.0
Barnet,919.0,1,2,Flat,1959,1.7685404871538057,"garage, garden, loft, park_view, parking, river_view",921956.0
Lewisham,1105.0,2,2,Flat,1905,0.6382931109900124,balcony,1163759.0
Merton,691.0,4,1,Flat,1931,0.18106898713490205,"gym, loft, park_view, parking, river_view",413941.0
Barnet,1419.0,2,1,Studio,1929,0.27939085178859896,balcony,2312048.0
Barking and Dagenham,736.0,3,2,Flat,1895,2.154459926300935,"ensuite, gym, loft, park_view, river_view",130651.0
Southwark,587.0,3,3,Flat,2023,0.19186649484126445,"concierge, new_build, study",120000.0
Hackney,552.0,5,2,Maisonette,1916,1.6644756911406269,"balcony, lift, loft, near_tube",120000.0
Enfield,330.0,2,2,Maisonette,1966,1.2293246177519062,"balcony, cellar, garage, park_view, parking",120000.0
Harrow,1310.0,5,2,Flat,1877,2.2446685307441467,"concierge, loft",2267286.0
Barking and Dagenham,1261.0,4,3,Semi-Detached,2022,1.1322700567686406,garden,1910107.0
Redbridge,1030.0,4,3,Flat,2021,1.4424742533472694,"garage, gym, park_view, river_view",1443925.0
Richmond upon Thames,581.0,1,1,Terraced,1862,1.2069046656616247,"balcony, ensuite, gym, loft, river_view, study",120000.0
Haringey,1393.0,1,2,Terraced,1961,1.3255916350783625,parking,2348020.0
Westminster,744.0,4,2,Studio,1953,1.0001932554910604,"balcony, lift, parking",834907.0
Bexley,769.0,3,1,Flat,1880,1.462114264762426,"cellar, garden, gym, lift",356549.0
Islington,1281.0,2,3,Semi-Detached,1983,0.8187458407914364,"concierge, garden",2157412.0
Bexley,1048.0,5,1,Flat,1983,1.932316253306478,"garden, near_tube, new_build, park_view, parking, river_view",1377812.0
City of London,1510.0,2,3,Terraced,1996,1.117137819035989,"balcony, lift, new_build, study",3286533.0
Greenwich,925.0,3,1,Semi-Detached,1954,1.8335423270763667,"balcony, garage, gym, new_build",1050640.0
Lambeth,731.0,4,2,Semi-Detached,1973,0.5641852277903591,study,581950.0
Croydon,666.0,5,3,Maisonette,1975,0.7638808726417871,concierge,280438.0
City of London,296.0,5,2,Semi-Detached,1983,0.2859329788121805,park_view,120000.0
Barking and Dagenham,766.0,4,1,Semi-Detached,1951,1.3434593275291733,garage,345474.0
Brent,1193.0,1,1,Flat,1979,1.2997989912103327,"balcony, garden, near_tube, park_view",1595087.0
Waltham Forest,1030.0,1,2,Studio,1860,0.6723387483279651,"ensuite, garage, garden, loft, new_build, river_view",1131257.0
Harrow,856.0,4,3,Terraced,1957,1.038045151084662,"cellar, concierge, ensuite, garage, river_view",990767.0
Greenwich,552.0,3,2,Flat,1885,0.43974814834016335,"concierge, lift",120000.0
Lambeth,918.0,1,1,Terraced,1920,2.064139888529932,"loft, study",873138.0
Hillingdon,1154.0,4,3,Flat,1983,2.0183723946126952,"garden, gym, park_view, parking",1760761.0
Croydon,979.0,5,2,Terraced,1869,1.0007661891132085,"cellar, garden, gym, park_view, river_view",899750.0
Tower Hamlets,900.0,1,1,Flat,1981,0.8689180331178162,"gym, lift, new_build, parking, study",939038.0
Croydon,611.0,5,2,Flat,1895,0.23299330747956756,"concierge, garden, park_view, parking",120000.0
Richmond upon Thames,1110.0,2,1,Maisonette,1981,1.7976137617200691,"ensuite, gym",1523952.0
City of London,250.0,2,3,Maisonette,1983,0.5127140848420118,"cellar, garage, lift",120000.0
Greenwich,965.0,4,3,Terraced,1852,1.9031660256194673,"balcony, ensuite, garage, river_view, study",920637.0
Wandsworth,1621.0,2,1,Studio,1890,0.2774153001430354,"cellar, ensuite, garage, garden, near_tube, study",3163720.0
Sutton,397.0,1,2,Flat,1990,0.42398525487679445,balcony,120000.0
Kingston upon Thames,778.0,5,1,Flat,1909,0.34690287699955086,"ensuite, garage, gym, new_build, park_view",612308.0
Newham,848.0,2,2,Maisonette,1926,0.49340585492797073,"cellar, concierge, garage, lift, parking",741378.0
Sutton,711.0,1,1,Terraced,1852,4.195344576722797,"cellar, concierge",120000.0
Hammersmith and Fulham,1161.0,4,3,Semi-Detached,1970,0.9131622116106138,ensuite,2022325.0
Tower Hamlets,992.0,2,1,Flat,1866,1.6128867548076589,"balcony, river_view",1108568.0
Greenwich,896.0,4,3,Flat,1897,0.4066768970807789,"ensuite, garage",847257.0
Camden,1089.0,1,1,Flat,1932,0.5670393658802066,garage,1687239.0
Newham,855.0,3,1,Studio,1983,3.1871113624370984,"ensuite, near_tube",806539.0
Sutton,1804.0,3,3,Flat,1936,0.9394798291430541,"near_tube, study",3591612.0
